Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Payment,cogs,gross margin percentage,gross income,Rating
0,0,1,4,99.78,5,24.945,523.845,1,498.9,4.761904762,24.945,5.4
1,0,1,4,94.26,4,18.852,395.892,1,377.04,4.761904762,18.852,8.6
2,0,1,0,51.13,4,10.226,214.746,2,204.52,4.761904762,10.226,4
0,0,1,1,36.36,4,7.272,152.712,1,145.44,4.761904762,7.272,7.6
2,1,1,2,22.02,9,9.909,208.089,1,198.18,4.761904762,9.909,6.8
0,1,1,4,32.9,3,4.935,103.635,2,98.7,4.761904762,4.935,9.1
0,1,1,5,77.02,5,19.255,404.355,1,385.1,4.761904762,19.255,5.5
0,0,1,4,23.48,2,2.348,49.308,2,46.96,4.761904762,2.348,7.9
1,0,1,3,14.7,5,3.675,77.175,0,73.5,4.761904762,3.675,8.5
0,0,0,1,28.45,5,7.1125,149.3625,2,142.25,4.761904762,7.1125,9.1
0,1,1,5,76.4,9,34.38,721.98,0,687.6,4.761904762,34.38,7.5
2,1,0,3,57.95,6,17.385,365.085,1,347.7,4.761904762,17.385,5.2
1,1,0,1,47.65,3,7.1475,150.0975,2,142.95,4.761904762,7.1475,9.5
2,0,0,4,42.82,9,19.269,404.649,2,385.38,4.761904762,19.269,8.9
2,0,1,1,48.09,3,7.2135,151.4835,2,144.27,4.761904762,7.2135,7.8
2,0,0,0,55.97,7,19.5895,411.3795,0,391.79,4.761904762,19.5895,8.9
2,0,0,0,76.9,7,26.915,565.215,1,538.3,4.761904762,26.915,7.7
1,1,0,4,97.03,5,24.2575,509.4075,0,485.15,4.761904762,24.2575,9.3
0,1,1,3,44.65,3,6.6975,140.6475,1,133.95,4.761904762,6.6975,6.2
0,1,0,5,77.93,9,35.0685,736.4385,0,701.37,4.761904762,35.0685,7.6
0,0,1,1,71.95,1,3.5975,75.5475,1,71.95,4.761904762,3.5975,7.3
1,0,0,2,89.25,8,35.7,749.7,1,714,4.761904762,35.7,4.7
0,1,1,1,26.02,7,9.107,191.247,1,182.14,4.761904762,9.107,5.1
2,1,0,0,13.5,10,6.75,141.75,2,135,4.761904762,6.75,4.8
1,0,0,5,99.3,10,49.65,1042.65,2,993,4.761904762,49.65,6.6
0,1,1,1,51.69,7,18.0915,379.9215,1,361.83,4.761904762,18.0915,5.5
2,0,0,5,54.73,7,19.1555,402.2655,2,383.11,4.761904762,19.1555,8.5
2,0,1,2,27,9,12.15,255.15,1,243,4.761904762,12.15,4.8
1,1,0,1,30.24,1,1.512,31.752,1,30.24,4.761904762,1.512,8.4
2,0,0,4,89.14,4,17.828,374.388,2,356.56,4.761904762,17.828,7.8
1,1,0,5,37.55,10,18.775,394.275,2,375.5,4.761904762,18.775,9.3
1,1,0,3,95.44,10,47.72,1002.12,1,954.4,4.761904762,47.72,5.2
2,1,1,1,27.5,3,4.125,86.625,0,82.5,4.761904762,4.125,6.5
2,1,1,3,74.97,1,3.7485,78.7185,1,74.97,4.761904762,3.7485,5.6
0,0,1,4,80.96,8,32.384,680.064,2,647.68,4.761904762,32.384,7.4
1,1,0,4,94.47,8,37.788,793.548,1,755.76,4.761904762,37.788,9.1
1,1,1,4,99.79,2,9.979,209.559,0,199.58,4.761904762,9.979,8
0,1,1,2,73.22,6,21.966,461.286,1,439.32,4.761904762,21.966,7.2
1,1,0,4,41.24,4,8.248,173.208,1,164.96,4.761904762,8.248,7.1
1,1,0,5,81.68,4,16.336,343.056,1,326.72,4.761904762,16.336,9.1
1,1,0,1,51.32,9,23.094,484.974,1,461.88,4.761904762,23.094,5.6
0,0,1,2,65.94,4,13.188,276.948,1,263.76,4.761904762,13.188,6
1,1,0,3,14.36,10,7.18,150.78,1,143.6,4.761904762,7.18,5.4
0,0,1,1,21.5,9,9.675,203.175,2,193.5,4.761904762,9.675,7.8
2,0,0,1,26.26,7,9.191,193.011,1,183.82,4.761904762,9.191,9.9
2,1,0,5,60.96,2,6.096,128.016,2,121.92,4.761904762,6.096,4.9
1,1,0,2,70.11,6,21.033,441.693,0,420.66,4.761904762,21.033,5.2
1,1,1,5,42.08,6,12.624,265.104,1,252.48,4.761904762,12.624,8.9
0,1,0,2,67.09,5,16.7725,352.2225,2,335.45,4.761904762,16.7725,9.1
0,0,0,5,96.7,5,24.175,507.675,0,483.5,4.761904762,24.175,7
2,0,0,2,35.38,9,15.921,334.341,2,318.42,4.761904762,15.921,9.6
1,1,1,3,95.49,7,33.4215,701.8515,0,668.43,4.761904762,33.4215,8.7
1,0,1,5,96.98,4,19.396,407.316,0,387.92,4.761904762,19.396,9.4
2,1,0,1,23.65,4,4.73,99.33,2,94.6,4.761904762,4.73,4
0,0,1,3,82.33,4,16.466,345.786,2,329.32,4.761904762,16.466,7.5
1,1,0,1,26.61,2,2.661,55.881,1,53.22,4.761904762,2.661,4.2
2,1,0,4,99.69,5,24.9225,523.3725,1,498.45,4.761904762,24.9225,9.9
1,0,0,4,74.89,4,14.978,314.538,0,299.56,4.761904762,14.978,4.2
0,1,0,4,40.94,5,10.235,214.935,0,204.7,4.761904762,10.235,9.9
2,0,1,3,75.82,1,3.791,79.611,1,75.82,4.761904762,3.791,5.8
1,1,1,4,46.77,6,14.031,294.651,1,280.62,4.761904762,14.031,6
0,1,0,0,32.32,10,16.16,339.36,2,323.2,4.761904762,16.16,10
1,0,0,5,54.07,9,24.3315,510.9615,0,486.63,4.761904762,24.3315,9.5
2,1,1,4,18.22,7,6.377,133.917,2,127.54,4.761904762,6.377,6.6
1,0,0,5,80.48,3,12.072,253.512,1,241.44,4.761904762,12.072,8.1
2,1,0,5,37.95,10,18.975,398.475,1,379.5,4.761904762,18.975,9.7
0,0,1,1,76.82,1,3.841,80.661,0,76.82,4.761904762,3.841,7.2
0,0,0,3,52.26,10,26.13,548.73,2,522.6,4.761904762,26.13,6.2
0,1,0,0,79.74,1,3.987,83.727,0,79.74,4.761904762,3.987,7.3
0,1,0,0,77.5,5,19.375,406.875,0,387.5,4.761904762,19.375,4.3
0,1,0,4,54.27,5,13.5675,284.9175,0,271.35,4.761904762,13.5675,4.6
2,1,1,2,13.59,9,6.1155,128.4255,1,122.31,4.761904762,6.1155,5.8
2,0,0,0,41.06,6,12.318,258.678,2,246.36,4.761904762,12.318,8.3
2,0,1,1,19.24,9,8.658,181.818,1,173.16,4.761904762,8.658,8
1,1,0,4,39.43,6,11.829,248.409,2,236.58,4.761904762,11.829,9.4
1,1,1,2,46.22,4,9.244,194.124,2,184.88,4.761904762,9.244,6.2
1,0,1,2,13.98,1,0.699,14.679,0,13.98,4.761904762,0.699,9.8
2,1,0,5,39.75,5,9.9375,208.6875,0,198.75,4.761904762,9.9375,9.6
1,0,0,5,97.79,7,34.2265,718.7565,0,684.53,4.761904762,34.2265,4.9
0,0,1,3,67.26,4,13.452,282.492,2,269.04,4.761904762,13.452,8
0,1,1,4,13.79,5,3.4475,72.3975,2,68.95,4.761904762,3.4475,7.8
2,0,0,5,68.71,4,13.742,288.582,1,274.84,4.761904762,13.742,4.1
0,1,0,2,56.53,4,11.306,237.426,0,226.12,4.761904762,11.306,5.5
1,1,0,5,23.82,5,5.955,125.055,0,119.1,4.761904762,5.955,5.4
2,1,0,0,34.21,10,17.105,359.205,1,342.1,4.761904762,17.105,5.1
2,1,1,3,21.87,2,2.187,45.927,0,43.74,4.761904762,2.187,6.9
0,0,1,0,20.97,5,5.2425,110.0925,1,104.85,4.761904762,5.2425,7.8
0,1,1,3,25.84,3,3.876,81.396,0,77.52,4.761904762,3.876,6.6
0,1,1,2,50.93,8,20.372,427.812,0,407.44,4.761904762,20.372,9.2
2,1,1,0,96.11,1,4.8055,100.9155,0,96.11,4.761904762,4.8055,7.8
1,1,0,2,45.38,4,9.076,190.596,2,181.52,4.761904762,9.076,8.7
1,0,0,0,81.51,1,4.0755,85.5855,0,81.51,4.761904762,4.0755,9.2
2,1,0,0,57.22,2,5.722,120.162,0,114.44,4.761904762,5.722,8.3
0,0,0,1,25.22,7,8.827,185.367,1,176.54,4.761904762,8.827,8.2
1,0,0,4,38.6,3,5.79,121.59,0,115.8,4.761904762,5.79,7.5
1,1,0,1,84.05,3,12.6075,264.7575,1,252.15,4.761904762,12.6075,9.8
1,0,0,5,97.21,10,48.605,1020.705,2,972.1,4.761904762,48.605,8.7
2,0,1,5,25.42,8,10.168,213.528,2,203.36,4.761904762,10.168,6.7
1,1,1,5,16.28,1,0.814,17.094,1,16.28,4.761904762,0.814,5
2,0,1,5,40.61,9,18.2745,383.7645,1,365.49,4.761904762,18.2745,7
0,0,1,0,53.17,7,18.6095,390.7995,1,372.19,4.761904762,18.6095,8.9
2,0,0,4,20.87,3,3.1305,65.7405,2,62.61,4.761904762,3.1305,8
2,1,1,3,67.27,5,16.8175,353.1675,1,336.35,4.761904762,16.8175,6.9
0,0,0,2,90.65,10,45.325,951.825,0,906.5,4.761904762,45.325,7.3
2,1,1,5,69.08,2,6.908,145.068,2,138.16,4.761904762,6.908,6.9
1,1,1,4,43.27,2,4.327,90.867,0,86.54,4.761904762,4.327,5.7
0,1,0,1,23.46,6,7.038,147.798,0,140.76,4.761904762,7.038,6.4
2,1,1,5,95.54,7,33.439,702.219,2,668.78,4.761904762,33.439,9.6
2,1,0,5,47.44,1,2.372,49.812,2,47.44,4.761904762,2.372,6.8
1,1,1,3,99.24,9,44.658,937.818,0,893.16,4.761904762,44.658,9
1,0,1,3,82.93,4,16.586,348.306,0,331.72,4.761904762,16.586,9.6
0,1,1,2,33.99,6,10.197,214.137,2,203.94,4.761904762,10.197,7.7
1,0,1,4,17.04,4,3.408,71.568,0,68.16,4.761904762,3.408,7
1,1,0,1,40.86,8,16.344,343.224,2,326.88,4.761904762,16.344,6.5
1,0,1,4,17.44,5,4.36,91.56,1,87.2,4.761904762,4.36,8.1
2,0,0,3,88.43,8,35.372,742.812,2,707.44,4.761904762,35.372,4.3
0,0,0,2,89.21,9,40.1445,843.0345,2,802.89,4.761904762,40.1445,6.5
1,1,1,5,12.78,1,0.639,13.419,0,12.78,4.761904762,0.639,9.5
0,1,0,3,19.1,7,6.685,140.385,1,133.7,4.761904762,6.685,9.7
2,0,0,0,19.15,1,0.9575,20.1075,2,19.15,4.761904762,0.9575,9.5
1,0,1,4,27.66,10,13.83,290.43,2,276.6,4.761904762,13.83,8.9
1,1,1,5,45.74,3,6.861,144.081,2,137.22,4.761904762,6.861,6.5
2,0,0,0,27.07,1,1.3535,28.4235,2,27.07,4.761904762,1.3535,5.3
2,0,0,3,39.12,1,1.956,41.076,2,39.12,4.761904762,1.956,9.6
2,1,0,1,74.71,6,22.413,470.673,1,448.26,4.761904762,22.413,6.7
2,1,1,1,22.01,6,6.603,138.663,1,132.06,4.761904762,6.603,7.6
0,1,0,4,63.61,5,15.9025,333.9525,0,318.05,4.761904762,15.9025,4.8
0,1,1,0,25,1,1.25,26.25,0,25,4.761904762,1.25,5.5
0,0,1,1,20.77,4,4.154,87.234,1,83.08,4.761904762,4.154,4.7
2,0,0,5,29.56,5,7.39,155.19,1,147.8,4.761904762,7.39,6.9
2,0,0,4,77.4,9,34.83,731.43,2,696.6,4.761904762,34.83,4.5
2,1,1,1,79.39,10,39.695,833.595,1,793.9,4.761904762,39.695,6.2
1,0,0,1,46.57,10,23.285,488.985,1,465.7,4.761904762,23.285,7.6
1,1,1,4,35.89,1,1.7945,37.6845,2,35.89,4.761904762,1.7945,7.9
1,1,1,4,40.52,5,10.13,212.73,1,202.6,4.761904762,10.13,4.5
2,0,0,4,73.05,10,36.525,767.025,2,730.5,4.761904762,36.525,8.7
1,1,0,3,73.95,4,14.79,310.59,1,295.8,4.761904762,14.79,6.1
1,0,0,4,22.62,1,1.131,23.751,1,22.62,4.761904762,1.131,6.4
0,0,1,4,51.34,5,12.835,269.535,2,256.7,4.761904762,12.835,9.1
1,0,0,3,54.55,10,27.275,572.775,2,545.5,4.761904762,27.275,7.1
1,0,0,0,37.15,7,13.0025,273.0525,2,260.05,4.761904762,13.0025,7.7
2,1,1,3,37.02,6,11.106,233.226,1,222.12,4.761904762,11.106,4.5
1,1,1,4,21.58,1,1.079,22.659,0,21.58,4.761904762,1.079,7.2
1,0,0,1,98.84,1,4.942,103.782,1,98.84,4.761904762,4.942,8.4
1,0,0,2,83.77,6,25.131,527.751,0,502.62,4.761904762,25.131,5.4
0,0,0,3,40.05,4,8.01,168.21,1,160.2,4.761904762,8.01,9.7
0,0,1,5,43.13,10,21.565,452.865,2,431.3,4.761904762,21.565,5.5
2,0,1,0,72.57,8,29.028,609.588,1,580.56,4.761904762,29.028,4.6
0,0,0,1,64.44,5,16.11,338.31,1,322.2,4.761904762,16.11,6.6
0,1,1,0,65.18,3,9.777,205.317,2,195.54,4.761904762,9.777,6.3
0,1,0,3,33.26,5,8.315,174.615,2,166.3,4.761904762,8.315,4.2
1,1,1,1,84.07,4,16.814,353.094,0,336.28,4.761904762,16.814,4.4
2,1,1,3,34.37,10,17.185,360.885,0,343.7,4.761904762,17.185,6.7
0,1,1,1,38.6,1,1.93,40.53,0,38.6,4.761904762,1.93,6.7
1,1,1,4,65.97,8,26.388,554.148,1,527.76,4.761904762,26.388,8.4
1,1,0,1,32.8,10,16.4,344.4,1,328,4.761904762,16.4,6.2
0,1,1,3,37.14,5,9.285,194.985,0,185.7,4.761904762,9.285,5
2,0,1,2,60.38,10,30.19,633.99,1,603.8,4.761904762,30.19,6
1,0,0,3,36.98,10,18.49,388.29,2,369.8,4.761904762,18.49,7
2,0,0,3,49.49,4,9.898,207.858,0,197.96,4.761904762,9.898,6.6
2,1,0,5,41.09,10,20.545,431.445,1,410.9,4.761904762,20.545,7.3
0,1,1,5,37.15,4,7.43,156.03,0,148.6,4.761904762,7.43,8.3
1,1,1,2,22.96,1,1.148,24.108,1,22.96,4.761904762,1.148,4.3
2,0,0,2,77.68,9,34.956,734.076,0,699.12,4.761904762,34.956,9.8
2,1,0,5,34.7,2,3.47,72.87,0,69.4,4.761904762,3.47,8.2
0,0,0,5,19.66,10,9.83,206.43,2,196.6,4.761904762,9.83,7.2
2,0,0,0,25.32,8,10.128,212.688,0,202.56,4.761904762,10.128,8.7
1,0,0,2,12.12,10,6.06,127.26,2,121.2,4.761904762,6.06,8.4
2,1,1,5,99.89,2,9.989,209.769,0,199.78,4.761904762,9.989,7.1
2,1,1,3,75.92,8,30.368,637.728,1,607.36,4.761904762,30.368,5.5
1,1,0,1,63.22,2,6.322,132.762,1,126.44,4.761904762,6.322,8.5
1,1,0,4,90.24,6,27.072,568.512,1,541.44,4.761904762,27.072,6.2
2,0,0,3,98.13,1,4.9065,103.0365,1,98.13,4.761904762,4.9065,8.9
0,0,0,3,51.52,8,20.608,432.768,1,412.16,4.761904762,20.608,9.6
2,0,1,3,73.97,1,3.6985,77.6685,2,73.97,4.761904762,3.6985,5.4
1,0,0,5,31.9,1,1.595,33.495,0,31.9,4.761904762,1.595,9.1
1,1,1,2,69.4,2,6.94,145.74,0,138.8,4.761904762,6.94,9
2,1,0,3,93.31,2,9.331,195.951,1,186.62,4.761904762,9.331,6.3
2,1,1,3,88.45,1,4.4225,92.8725,2,88.45,4.761904762,4.4225,9.5
0,0,1,1,24.18,8,9.672,203.112,0,193.44,4.761904762,9.672,9.8
2,0,0,3,48.5,3,7.275,152.775,1,145.5,4.761904762,7.275,6.7
2,1,0,4,84.05,6,25.215,529.515,2,504.3,4.761904762,25.215,7.7
2,0,1,0,61.29,5,15.3225,321.7725,1,306.45,4.761904762,15.3225,7
1,0,0,2,15.95,6,4.785,100.485,2,95.7,4.761904762,4.785,5.1
2,0,0,3,90.74,7,31.759,666.939,2,635.18,4.761904762,31.759,6.2
0,1,0,2,42.91,5,10.7275,225.2775,0,214.55,4.761904762,10.7275,6.1
0,1,0,5,54.28,7,18.998,398.958,0,379.96,4.761904762,18.998,9.3
0,1,1,1,99.55,7,34.8425,731.6925,1,696.85,4.761904762,34.8425,7.6
1,0,1,3,58.39,7,20.4365,429.1665,2,408.73,4.761904762,20.4365,8.2
1,0,0,5,51.47,1,2.5735,54.0435,0,51.47,4.761904762,2.5735,8.5
2,0,1,0,54.86,5,13.715,288.015,0,274.3,4.761904762,13.715,9.8
1,0,1,2,39.39,5,9.8475,206.7975,2,196.95,4.761904762,9.8475,8.7
0,1,1,2,34.73,2,3.473,72.933,0,69.46,4.761904762,3.473,9.7
1,0,1,3,71.92,5,17.98,377.58,2,359.6,4.761904762,17.98,4.3
2,1,0,1,45.71,3,6.8565,143.9865,2,137.13,4.761904762,6.8565,7.7
1,0,0,2,83.17,6,24.951,523.971,1,499.02,4.761904762,24.951,7.3
0,0,0,2,37.44,6,11.232,235.872,2,224.64,4.761904762,11.232,5.9
1,1,1,0,62.87,2,6.287,132.027,1,125.74,4.761904762,6.287,5
0,1,1,4,81.71,6,24.513,514.773,2,490.26,4.761904762,24.513,8
0,0,0,3,91.41,5,22.8525,479.9025,0,457.05,4.761904762,22.8525,7.1
2,1,1,5,39.21,4,7.842,164.682,2,156.84,4.761904762,7.842,9
2,0,1,5,59.86,2,5.986,125.706,0,119.72,4.761904762,5.986,6.7
2,0,0,4,54.36,10,27.18,570.78,2,543.6,4.761904762,27.18,6.1
0,1,1,3,98.09,9,44.1405,926.9505,1,882.81,4.761904762,44.1405,9.3
0,1,1,0,25.43,6,7.629,160.209,0,152.58,4.761904762,7.629,7
0,0,1,5,86.68,8,34.672,728.112,2,693.44,4.761904762,34.672,7.2
2,1,1,1,22.95,10,11.475,240.975,0,229.5,4.761904762,11.475,8.2
1,1,0,4,16.31,9,7.3395,154.1295,0,146.79,4.761904762,7.3395,8.4
0,1,0,2,28.32,5,7.08,148.68,0,141.6,4.761904762,7.08,6.2
1,1,1,2,16.67,7,5.8345,122.5245,0,116.69,4.761904762,5.8345,7.4
2,0,0,5,73.96,1,3.698,77.658,2,73.96,4.761904762,3.698,5
0,1,1,2,97.94,1,4.897,102.837,0,97.94,4.761904762,4.897,6.9
0,1,0,5,73.05,4,14.61,306.81,2,292.2,4.761904762,14.61,4.9
1,0,0,4,87.48,6,26.244,551.124,0,524.88,4.761904762,26.244,5.1
0,1,1,2,30.68,3,4.602,96.642,0,92.04,4.761904762,4.602,9.1
1,0,1,0,75.88,1,3.794,79.674,2,75.88,4.761904762,3.794,7.1
2,0,0,3,20.18,4,4.036,84.756,2,80.72,4.761904762,4.036,5
1,0,1,1,18.77,6,5.631,118.251,2,112.62,4.761904762,5.631,5.5
2,1,0,4,71.2,1,3.56,74.76,2,71.2,4.761904762,3.56,9.2
2,0,1,2,38.81,4,7.762,163.002,0,155.24,4.761904762,7.762,4.9
0,1,0,5,29.42,10,14.71,308.91,0,294.2,4.761904762,14.71,8.9
0,1,1,3,60.95,9,27.4275,575.9775,2,548.55,4.761904762,27.4275,6
2,1,0,3,51.54,5,12.885,270.585,1,257.7,4.761904762,12.885,4.2
0,1,0,1,66.06,6,19.818,416.178,1,396.36,4.761904762,19.818,7.3
2,1,1,5,57.27,3,8.5905,180.4005,0,171.81,4.761904762,8.5905,6.5
2,1,0,5,54.31,9,24.4395,513.2295,1,488.79,4.761904762,24.4395,8.9
2,1,0,0,58.24,9,26.208,550.368,1,524.16,4.761904762,26.208,9.7
1,1,1,1,22.21,6,6.663,139.923,2,133.26,4.761904762,6.663,8.6
0,0,1,1,19.32,7,6.762,142.002,1,135.24,4.761904762,6.762,6.9
2,1,1,2,37.48,3,5.622,118.062,2,112.44,4.761904762,5.622,7.7
2,0,0,5,72.04,2,7.204,151.284,1,144.08,4.761904762,7.204,9.5
1,0,0,4,98.52,10,49.26,1034.46,0,985.2,4.761904762,49.26,4.5
0,0,1,4,41.66,6,12.498,262.458,0,249.96,4.761904762,12.498,5.6
0,0,0,2,72.42,3,10.863,228.123,0,217.26,4.761904762,10.863,8.2
2,1,1,1,21.58,9,9.711,203.931,1,194.22,4.761904762,9.711,7.3
1,1,1,4,89.2,10,44.6,936.6,2,892,4.761904762,44.6,4.4
2,1,0,1,42.42,8,16.968,356.328,0,339.36,4.761904762,16.968,5.7
0,0,1,1,74.51,6,22.353,469.413,0,447.06,4.761904762,22.353,5
2,1,1,5,99.25,2,9.925,208.425,1,198.5,4.761904762,9.925,9
0,1,0,4,81.21,10,40.605,852.705,2,812.1,4.761904762,40.605,6.3
1,1,0,3,49.33,10,24.665,517.965,2,493.3,4.761904762,24.665,9.4
0,1,0,5,65.74,9,29.583,621.243,1,591.66,4.761904762,29.583,7.7
2,1,0,5,79.86,7,27.951,586.971,2,559.02,4.761904762,27.951,5.5
1,1,0,3,73.98,7,25.893,543.753,0,517.86,4.761904762,25.893,4.1
2,0,0,2,82.04,5,20.51,430.71,2,410.2,4.761904762,20.51,7.6
2,0,1,3,26.67,10,13.335,280.035,1,266.7,4.761904762,13.335,8.6
0,0,1,4,10.13,7,3.5455,74.4555,0,70.91,4.761904762,3.5455,8.3
2,1,1,4,72.39,2,7.239,152.019,2,144.78,4.761904762,7.239,8.1
0,1,1,3,85.91,5,21.4775,451.0275,2,429.55,4.761904762,21.4775,8.6
2,0,1,5,81.31,7,28.4585,597.6285,0,569.17,4.761904762,28.4585,6.3
2,1,1,4,60.3,4,12.06,253.26,1,241.2,4.761904762,12.06,5.8
1,1,1,4,31.77,4,6.354,133.434,0,127.08,4.761904762,6.354,6.2
0,1,0,0,64.27,4,12.854,269.934,1,257.08,4.761904762,12.854,7.7
2,1,1,0,69.51,2,6.951,145.971,0,139.02,4.761904762,6.951,8.1
1,1,1,4,27.22,3,4.083,85.743,1,81.66,4.761904762,4.083,7.3
0,0,0,0,77.68,4,15.536,326.256,1,310.72,4.761904762,15.536,8.4
1,0,0,5,92.98,2,9.298,195.258,2,185.96,4.761904762,9.298,8
2,0,0,5,18.08,4,3.616,75.936,2,72.32,4.761904762,3.616,9.5
2,1,1,3,63.06,3,9.459,198.639,0,189.18,4.761904762,9.459,7
0,1,1,0,51.71,4,10.342,217.182,2,206.84,4.761904762,10.342,9.8
0,1,0,4,52.34,3,7.851,164.871,1,157.02,4.761904762,7.851,9.2
0,1,0,3,43.06,5,10.765,226.065,0,215.3,4.761904762,10.765,7.7
1,1,1,5,59.61,10,29.805,625.905,1,596.1,4.761904762,29.805,5.3
0,1,1,0,14.62,5,3.655,76.755,1,73.1,4.761904762,3.655,4.4
1,0,1,0,46.53,6,13.959,293.139,2,279.18,4.761904762,13.959,4.3
1,0,0,2,24.24,7,8.484,178.164,0,169.68,4.761904762,8.484,9.4
0,0,0,3,45.58,1,2.279,47.859,1,45.58,4.761904762,2.279,9.8
0,0,0,3,75.2,3,11.28,236.88,0,225.6,4.761904762,11.28,4.8
2,0,1,3,96.8,3,14.52,304.92,1,290.4,4.761904762,14.52,5.3
2,1,1,0,14.82,3,2.223,46.683,2,44.46,4.761904762,2.223,8.7
0,1,1,4,52.2,3,7.83,164.43,2,156.6,4.761904762,7.83,9.5
1,1,0,3,46.66,9,20.997,440.937,0,419.94,4.761904762,20.997,5.3
1,1,0,5,36.85,5,9.2125,193.4625,1,184.25,4.761904762,9.2125,9.2
0,0,0,2,70.32,2,7.032,147.672,0,140.64,4.761904762,7.032,9.6
1,1,1,1,83.08,1,4.154,87.234,0,83.08,4.761904762,4.154,6.4
1,1,0,5,64.99,1,3.2495,68.2395,2,64.99,4.761904762,3.2495,4.5
1,1,1,4,77.56,10,38.78,814.38,0,775.6,4.761904762,38.78,6.9
2,1,0,3,54.51,6,16.353,343.413,0,327.06,4.761904762,16.353,7.8
1,0,0,5,51.89,7,18.1615,381.3915,1,363.23,4.761904762,18.1615,4.5
2,1,1,2,31.75,4,6.35,133.35,1,127,4.761904762,6.35,8.6
0,0,0,5,53.65,7,18.7775,394.3275,0,375.55,4.761904762,18.7775,5.2
1,0,0,4,49.79,4,9.958,209.118,2,199.16,4.761904762,9.958,6.4
0,1,1,5,30.61,1,1.5305,32.1405,0,30.61,4.761904762,1.5305,5.2
2,0,1,4,57.89,2,5.789,121.569,0,115.78,4.761904762,5.789,8.9
0,1,0,1,28.96,1,1.448,30.408,2,28.96,4.761904762,1.448,6.2
1,0,0,4,98.97,9,44.5365,935.2665,1,890.73,4.761904762,44.5365,6.7
2,0,1,5,93.22,3,13.983,293.643,1,279.66,4.761904762,13.983,7.2
1,0,1,3,80.93,1,4.0465,84.9765,2,80.93,4.761904762,4.0465,9
0,0,1,4,67.45,10,33.725,708.225,0,674.5,4.761904762,33.725,4.2
0,0,0,3,38.72,9,17.424,365.904,0,348.48,4.761904762,17.424,4.2
2,0,1,3,72.6,6,21.78,457.38,1,435.6,4.761904762,21.78,6.9
1,0,1,1,87.91,5,21.9775,461.5275,0,439.55,4.761904762,21.9775,4.4
0,0,1,4,98.53,6,29.559,620.739,2,591.18,4.761904762,29.559,4
1,0,0,5,43.46,6,13.038,273.798,0,260.76,4.761904762,13.038,8.5
0,1,0,4,71.68,3,10.752,225.792,2,215.04,4.761904762,10.752,9.2
0,0,0,4,91.61,1,4.5805,96.1905,1,91.61,4.761904762,4.5805,9.8
2,0,0,2,94.59,7,33.1065,695.2365,2,662.13,4.761904762,33.1065,4.9
2,1,0,5,83.25,10,41.625,874.125,2,832.5,4.761904762,41.625,4.4
2,0,1,5,91.35,1,4.5675,95.9175,1,91.35,4.761904762,4.5675,6.8
2,0,0,4,78.88,2,7.888,165.648,1,157.76,4.761904762,7.888,9.1
0,1,1,3,60.87,2,6.087,127.827,0,121.74,4.761904762,6.087,8.7
2,0,1,0,82.58,10,41.29,867.09,1,825.8,4.761904762,41.29,5
0,0,1,2,53.3,3,7.995,167.895,0,159.9,4.761904762,7.995,7.5
0,1,0,5,12.09,1,0.6045,12.6945,2,12.09,4.761904762,0.6045,8.2
0,1,1,3,64.19,10,32.095,673.995,2,641.9,4.761904762,32.095,6.7
0,1,1,1,78.31,3,11.7465,246.6765,0,234.93,4.761904762,11.7465,5.4
0,0,1,4,83.77,2,8.377,175.917,2,167.54,4.761904762,8.377,7
2,1,1,2,99.7,3,14.955,314.055,0,299.1,4.761904762,14.955,4.7
2,0,1,4,79.91,3,11.9865,251.7165,2,239.73,4.761904762,11.9865,5
2,0,1,0,66.47,10,33.235,697.935,2,664.7,4.761904762,33.235,5
0,1,1,0,28.95,7,10.1325,212.7825,2,202.65,4.761904762,10.1325,6
1,1,0,1,46.2,1,2.31,48.51,1,46.2,4.761904762,2.31,6.3
2,0,0,4,17.63,5,4.4075,92.5575,1,88.15,4.761904762,4.4075,8.5
2,1,1,5,52.42,3,7.863,165.123,0,157.26,4.761904762,7.863,7.5
2,0,0,4,98.79,3,14.8185,311.1885,0,296.37,4.761904762,14.8185,6.4
1,0,0,1,88.55,8,35.42,743.82,0,708.4,4.761904762,35.42,4.7
2,0,1,1,55.67,2,5.567,116.907,0,111.34,4.761904762,5.567,6
1,0,0,4,72.52,8,29.008,609.168,2,580.16,4.761904762,29.008,4
1,0,1,1,12.05,5,3.0125,63.2625,0,60.25,4.761904762,3.0125,5.5
0,0,1,2,19.36,9,8.712,182.952,0,174.24,4.761904762,8.712,8.7
1,1,1,0,70.21,6,21.063,442.323,1,421.26,4.761904762,21.063,7.4
2,0,1,5,33.63,1,1.6815,35.3115,1,33.63,4.761904762,1.6815,5.6
1,0,0,3,15.49,2,1.549,32.529,1,30.98,4.761904762,1.549,6.3
1,1,1,1,24.74,10,12.37,259.77,1,247.4,4.761904762,12.37,7.1
2,1,1,1,75.66,5,18.915,397.215,0,378.3,4.761904762,18.915,7.8
2,1,0,0,55.81,6,16.743,351.603,1,334.86,4.761904762,16.743,9.9
0,0,1,2,72.78,10,36.39,764.19,1,727.8,4.761904762,36.39,7.3
2,0,1,3,37.32,9,16.794,352.674,0,335.88,4.761904762,16.794,5.1
